date,value_left,value_right,value_left,value_right,value_left,value_right,value_left,value_right,value_left,value_right,value_left,value_right
734801,-642.1608,-564.9469,-1225.3337,-578.6238,-599.8008,145.6219,139.837,-939.3746,-646.9093,-620.4435,69.9662,-714.2506
734802,-209.1068,-198.3557,-108.6906,-202.9725,-213.7398,-701.9991,-421.9874,100.3839,-221.4135,14.0357,-438.8477,-27.3324
734803,-10595.3007,-9612.8516,-12211.5431,-10803.9854,-10520.2188,-17213.6543,-10688.7923,-7514.6021,-11127.856,-1633.2996,-13004.9529,-9261.7434
734804,-1547.1392,-1476.4196,-5381.4208,-1530.5042,-1415.0615,-1815.3775,-730.0979,-1441.3446,-1520.5406,-1133.6152,-1878.2117,-3091.6565
734807,-728.4706,-719.1042,-595.787,-615.5313,-647.1565,-1375.8458,-628.4503,-709.4163,-774.733,-286.9999,2055.1104,-585.8145
734808,-97.3535,-71.1695,-43.7697,-96.9707,-48.2266,-518.4465,-97.1674,-100.5614,-126.7259,-281.2339,5082.5982,-156.1369
734809,-72.7612,-74.6818,-98.3759,-66.8529,-83.6675,-141.3272,-63.0911,-72.6536,-71.8392,-45.0544,1037.5093,-67.1975
734810,35.0945,20.7986,0.93793,-111.5764,16.8577,-150.1138,-105.298,36.8171,50.8527,125.0098,-2673.2887,67.472
734811,67.3977,69.9046,93.3483,68.8026,57.9414,121.7912,64.9311,67.2132,65.7688,42.2482,-360.8511,60.5675
734814,56.8615,56.5365,71.2998,34.9927,14.7858,89.5,33.0237,56.9903,58.0846,-13.6994,1558.4497,56.7193
734815,27.7423,22.6115,19.5944,-29.9047,-79.6066,-32.9072,-28.2219,28.3847,33.6315,-28.283,-966.7166,39.1251
734816,-135.2024,-101.2791,-68.2431,230.0032,-47.2144,361.2855,217.0609,-139.3729,-173.3964,-350.6681,3475.8662,-211.2183
734817,-321.1231,17.2765,-378.7071,13.0839,-443.5675,-492.9832,-402.4165,-270.987,-328.1204,-372.36,806.0231,-453.8911
734818,-876.3035,-678.9878,-931.6945,-122.5894,-1105.1542,-1158.387,-1136.7241,-828.7157,-881.9422,-953.7747,-2709.8424,-1044.8481
734821,934.944,781.9753,996.7829,176.9178,1048.9593,1252.9125,1226.7395,891.3451,938.8732,865.7383,3020.4745,1086.4503
734822,638.9304,566.0345,655.6367,280.3613,846.75,715.1142,725.0078,596.8087,644.7071,589.4085,2391.8249,677.8099
734823,417.1918,657.2795,376.188,239.2945,355.9242,392.6208,579.5327,446.0073,426.7874,383.9759,693.2212,324.5535
734824,190.8939,-157.4455,203.6491,-234.1061,224.4846,98.2736,28.5453,135.4824,194.4637,199.8707,713.0365,301.768
734825,-471.048,-395.3301,-546.557,-98.0592,-459.5724,-645.7141,-547.2773,-479.3895,-467.744,-520.8739,657.6567,-566.215
734828,2115.8669,1683.2827,2180.6252,1160.4726,2009.0767,2199.8865,1879.2474,1937.9884,2128.5136,2020.1425,6567.3833,2181.5763
734829,-796.0109,-764.4067,-1659.0084,84.7522,-825.3768,-652.2197,-975.9734,-722.9353,-828.0233,-823.3207,-1686.1044,-1571.5694
734830,5029.3429,4806.7092,6255.6615,820.5548,5187.3195,3055.8931,5683.461,4831.5133,5228.283,4661.9459,9170.6284,6155.0999
734831,-611.8499,-417.1043,-643.0717,-174.4362,-564.9997,-297.4068,-1156.3399,-521.1744,-719.6313,-416.9783,-1020.896,-411.6612
734832,4729.6655,4528.9522,6493.9581,2443.6883,4732.4401,3599.316,5370.3129,4409.4807,4919.7411,4481.4576,6661.5431,6029.602
734835,-5566.3246,-5378.6388,-6205.2462,-3342.0186,-5448.5187,-4089.4957,-6225.1611,-5321.3609,-5758.7595,-5114.7163,-7427.8191,-6181.9543
734836,-1528.3269,-1415.1408,-3184.3787,-1586.0692,-1203.3776,-1010.4399,-1754.9285,-1588.1141,-1574.5001,-1393.1587,-1436.4197,-2586.4799
734837,-10310.6291,-9552.3935,-11707.378,-5616.3892,-10532.9085,-6494.7201,-12328.9746,-9703.8857,-11001.0712,-9095.6946,-13272.685,-11191.3528
734838,-3475.4608,-3374.2078,-7495.877,-1810.7597,-3040.1589,-1751.0788,-2466.6764,-3273.4108,-3438.3167,-3418.5,-5382.74,-6215.5428
734839,-238.3971,-249.9423,-350.7032,31.7456,-99.1109,-57.8317,-81.7155,-158.0669,-262.4755,-182.0945,-301.8689,-287.9907
734842,-364.1172,-357.9911,-454.8707,45.6888,-496.5123,-410.1971,-233.1269,-346.9962,-373.7207,-352.0737,-1128.5599,-493.6802
734843,-73.6095,-61.4822,63.4908,123.7973,-100.3307,-29.7961,-15.8247,-78.1581,-93.2558,-56.906,350.708,66.1505
734844,-546.2014,-423.0852,-636.1335,147.2292,-489.4509,-307.7831,34.8895,-525.9304,-566.6728,-581.6575,-2059.1793,-598.233
734845,1802.7594,1856.2436,1987.0325,1500.7318,1647.7772,2124.2448,1227.9768,1752.5002,1830.3653,1737.8189,2878.3455,2013.5509
734846,-526.8971,-567.7063,-641.6422,-195.659,-731.1788,-577.4352,-314.2293,-526.2108,-545.9943,-508.7254,636.8576,-769.7539
734849,4252.6267,4375.9056,4532.8717,3613.1806,4072.3493,4135.56,3061.6025,4142.4912,4289.1271,4143.8704,8006.5201,4568.7679
734850,2804.5155,2822.6588,2954.3414,2602.5855,2480.6694,2547.2144,1945.4473,2781.1546,3038.4266,2782.1084,3939.4954,2905.9325
734851,1842.5259,1865.7867,1912.5301,1323.9262,1920.3439,1970.864,990.1977,1761.9315,1814.5002,1837.6669,4461.8297,1872.759
734852,-1829.6274,-1818.74,-1946.315,-1553.8101,-1849.4805,-1849.7952,-1458.9488,-1811.4763,-1842.938,-1846.322,-2211.4813,-2011.0138
734853,-1865.9482,-1855.3947,-1827.6864,-1940.4591,-2250.381,-1313.3027,-1588.9471,-1812.3027,-2001.336,-1786.7363,-2474.0347,-1600.6269
734856,470.0061,447.733,446.9769,582.7589,1115.9911,410.0907,519.7828,494.5155,570.8049,402.2413,1359.1037,379.2652
734857,-2392.0018,-2416.04,-2599.5047,-1677.429,-3418.3426,-2575.7998,-1760.2517,-2390.7363,-2990.5232,-2414.2723,-4179.4295,-2558.0324
734858,384.4668,367.9905,524.5275,399.9568,129.7766,282.1239,85.1464,436.9594,76.2844,389.5217,525.8419,573.859
734859,-86.8784,-126.6461,-155.1965,294.294,-697.5092,-433.125,294.3213,-65.9112,-77.476,-119.3845,-1041.8188,-293.1789
734860,333.8892,319.1545,291.1497,510.6996,409.3714,160.4691,467.4139,337.1374,355.5232,332.2742,440.115,248.3528
734863,-316.3791,-323.0083,-366.6088,-320.4552,-51.5349,-285.2137,-242.0834,-304.9551,-357.1949,-293.7713,165.7251,-332.8852
734864,102.4154,109.9724,93.3098,55.1136,1171.1868,147.1493,18.2195,72.0667,136.5143,56.9381,1470.0729,5.2118
734865,2562.1322,2537.3169,2749.7893,2448.7692,4048.0916,2599.115,1677.5791,2583.0272,2619.7182,2592.7298,5327.5536,2670.6792
734866,738.446,566.9435,773.2933,883.6455,-352.4588,706.2297,1548.6268,595.0766,895.1573,427.4796,13.8032,711.6349
734867,-3347.4804,-2824.2703,-3419.2575,-3548.7804,-3400.3539,-3657.0378,-4867.8528,-3006.27,-3720.6693,-2706.0352,-3915.808,-3313.6844
734870,1010.7352,956.7787,1085.9019,988.4026,575.212,881.9325,924.748,956.1995,1061.8703,874.0575,338.0523,1003.4325
734871,-4789.6815,-4389.9492,-5131.8636,-4640.2847,-5688.814,-4955.1461,-4987.5559,-4594.0685,-5075.2587,-4270.3387,-7424.7928,-4999.5446
734872,3170.0466,3048.5136,3309.1747,3358.2254,4526.5309,3486.3792,2727.8122,2985.1823,3188.7066,3307.4512,4533.5149,2958.7675
734873,2410.5095,2371.1514,2431.624,2430.8302,2566.0099,2602.523,1600.8957,2425.6167,2359.0301,2578.6744,3627.7047,2384.3997
734874,573.001,545.7585,547.417,549.2737,665.567,569.7386,274.4256,609.623,537.1724,660.9436,1097.3768,605.9971
734877,-1321.1195,-1317.4266,-1285.0148,-1324.1789,-1427.7265,-1342.3606,-999.8225,-1304.432,-1334.8894,-1367.7992,-857.7295,-1271.7668
734878,976.1408,781.379,957.8032,341.2403,-148.7618,194.8158,708.6707,822.0374,1864.0692,1931.0209,-1902.8895,849.739
734879,2341.7157,2228.3027,2400.6005,2000.0696,2699.4522,2015.9007,1631.409,2186.7021,2974.4778,2449.1634,2933.4592,2127.4699
734880,-229.2863,-285.3941,-457.945,-169.5568,19.0083,87.0624,16.0386,-467.1026,-38.8491,-295.9322,-1012.147,-816.4306
734881,1059.7226,1101.2815,1215.9665,1152.1778,1255.6283,982.2228,517.659,1163.1264,899.4672,1156.6847,1633.9688,1341.5744
734884,298.4131,254.5279,299.8403,583.0681,385.8832,113.7906,470.8125,367.7109,-96.7193,184.7497,640.9328,179.8657
734885,-303.908,-337.1952,-441.1692,-579.5234,-533.1961,-341.551,549.2255,-476.8544,49.2,-316.2922,-2273.9645,-512.2171
734886,-218.6515,-216.3685,360.9241,-379.9255,-284.7091,265.8028,760.5907,-516.8291,485.3825,-221.4167,-1418.2213,-41.2071
734887,-1077.9816,-1218.4579,306.2251,-1511.6116,-1853.6903,-1365.624,-29.3617,-1033.5122,332.2731,-1023.5297,-2188.2805,-253.8103
734888,-115.3639,-71.1025,-286.6844,313.4371,-413.341,282.9462,-231.8984,-222.1822,-840.9757,-413.9894,-729.2231,-191.3586
734891,1589.7529,1486.3157,1469.4212,1577.4089,1505.7243,827.1057,1884.226,1163.8054,2807.8932,2399.6728,106.8761,1290.3121
734892,-970.7499,-865.5948,-899.9203,-1363.17,-812.5095,-576.9736,-1160.0063,-396.1757,-622.3013,-837.7484,-563.7382,-684.1008
734893,1074.8866,948.9079,5013.31,1651.1385,952.1626,744.5213,1433.6562,629.339,1236.3055,1194.0718,668.4111,3769.7588
734894,3137.5243,2927.5281,12690.451,3132.8172,2919.9709,2974.9166,3532.3398,1735.2614,4072.7219,2973.072,1948.9176,9610.182
734895,4021.4882,3661.5026,3563.6486,2347.4691,3610.8933,3546.7899,4020.5958,2856.8816,6051.1293,4034.7629,1263.4464,3396.2593
734898,-6897.2669,-6541.7594,-10797.2576,-6190.3506,-6013.922,-6426.8628,-7127.3818,-4888.5476,-7407.4821,-6638.6216,-6137.2306,-9097.7278
734899,4346.784,4265.0499,8769.4112,3307.7501,3705.5063,4091.1824,3550.8268,3873.7804,4514.9983,4475.9968,3713.7584,7304.5365
734900,5845.8589,5497.7905,5680.1896,5507.0361,5096.4793,5617.4953,6404.5574,3752.409,6450.0144,5572.9489,5266.9109,5187.1623
734901,4563.79,4315.9371,10719.989,4247.8811,4164.9488,4282.1767,4422.2178,3221.7803,4813.2015,4434.1668,4094.6572,8525.3519
734902,4602.22,4303.9279,6562.3786,4433.5697,4339.1054,4310.7183,4789.9206,3574.5884,4685.9646,4370.8014,4055.5795,5678.0929
734905,-4620.3344,-4397.6384,-4571.4682,-4046.4393,-3992.5155,-4223.9891,-4969.3418,-3880.9294,-4697.5818,-4382.9574,-4122.7494,-4296.7812
734906,2890.0087,2827.5013,2859.7201,2875.2098,2461.5651,2832.4153,3579.9034,2186.0956,3060.2877,2785.0688,2613.8672,2700.5978
734907,1842.7595,1827.3789,4103.6446,1503.379,1122.6104,1767.5226,1901.5697,1873.4124,1928.7059,1728.3244,1502.7039,3309.096
734908,69.9272,75.2951,-1123.9431,220.4934,303.5267,284.3298,326.2213,229.5303,147.4321,43.9119,52.6863,-786.3795
734909,-7778.5451,-7456.4019,-13337.7715,-7288.2711,-6714.5338,-7707.6141,-8028.4177,-6852.8389,-7904.7718,-7419.4132,-7195.9809,-11204.0454
734912,3252.9105,3159.4963,3933.0026,2956.6105,2862.9707,3334.7292,2735.4695,2869.444,3290.1179,3139.5698,2956.3374,3655.2028
734913,-5964.3621,-5755.9311,-11269.8829,-5736.125,-5507.9362,-5981.4547,-5526.696,-5091.2505,-6090.0216,-5846.4072,-5240.5146,-9637.7803
734914,-175.0183,-151.1235,2706.0778,-570.9003,-453.6452,-329.1496,-774.3931,85.5591,-403.9793,-70.4388,-271.5566,1956.9745
734915,1769.0162,1904.1412,-4457.5526,1941.8732,1901.8753,2252.3585,1400.5546,1336.5388,2197.2583,1599.0831,1643.9585,-2923.5984
734916,1386.6392,1533.6966,3545.8486,1499.4735,1307.75,1957.2702,1095.8898,1165.6085,1511.931,1121.3007,1245.492,2782.0211
734919,3977.142,3860.167,7235.1551,3789.0031,3676.1427,4277.9059,3045.0802,3090.6929,4187.8783,3491.7757,3602.8849,6093.3003
734920,-2041.6857,-1961.8881,-1827.373,-1492.5128,-2298.3999,-2038.2094,-1166.5807,-1754.1451,-2043.9846,-2171.0468,-1770.5374,-1944.5251
734921,-1098.8974,-1028.9154,-2230.1121,-1047.2471,-1772.363,-1246.9777,-85.1359,-746.6763,-1195.0301,-972.3734,-1076.9862,-1993.4507
734922,5495.4456,5313.2838,7313.2264,5542.5701,4446.7892,5744.0098,5508.9556,4525.7429,5931.3807,4516.0127,5132.5104,6597.1715
734923,1312.2232,1373.0565,1685.4077,1066.6727,1335.8527,1103.4041,951.6591,1140.9024,1606.6169,1629.5933,1173.4213,1422.3716
734926,-1839.0859,-1947.1589,-3631.3233,-1570.6018,-1204.5046,-1792.9215,-3000.4928,-1608.2386,-1994.1957,-1607.5297,-1658.2109,-3226.2511
734927,5108.0202,5038.9217,7168.6589,5318.9788,4347.9954,5666.2404,5255.9726,4204.215,5442.0551,4283.3359,4855.8099,6415.9397
734928,-589.1947,-527.5117,1511.697,-2251.837,8.5001,-906.3913,-2171.7365,-454.8274,-912.5947,-167.0103,-1028.4653,832.781
734929,1181.243,1064.9512,253.3473,1036.921,1085.5338,1045.6755,718.7002,979.1308,1191.817,981.844,1286.1017,458.594
734930,-6505.5172,-6149.188,-6030.1397,-6323.5973,-5705.8579,-6309.805,-5767.8227,-5635.7539,-6939.7617,-5898.2034,-6171.4356,-5877.9882
734933,-3795.8381,-3673.1201,-7211.7987,-3355.7629,-3236.5745,-4211.6374,-3397.3731,-3369.4664,-3839.0654,-2840.7009,-3569.5548,-6180.3237
734934,-8786.7099,-8626.1965,-8999.853,-8310.8642,-7695.5495,-8611.6535,-6758.7391,-7566.5617,-9295.6081,-8000.8832,-9264.9093,-8391.7131
734935,3686.3946,3707.7818,2848.6767,3441.357,3747.7991,4324.9299,2777.8428,3174.1941,3916.9752,3057.497,3606.3859,2673.0965
734936,4937.8215,4897.6141,6107.7897,4746.0616,4719.274,6260.2886,4741.0384,3953.0306,5420.9275,2932.3409,5706.8128,5363.4141
734937,-207.4146,-101.7991,344.7251,-537.3101,-98.4992,-306.3848,-580.1969,166.6105,-687.5792,667.9589,-454.4945,274.1828
734940,-2414.2992,-2310.8208,-4789.3631,-2015.4933,-2374.9311,-3141.4936,-1953.3734,-1941.4261,-2373.7818,-2076.6573,-2448.0555,-3970.789
734941,1005.9876,881.7231,674.638,1176.2378,1210.4592,1306.2425,328.069,858.7197,871.2407,1004.7509,1300.4954,568.9492
734942,-5385.6149,-5188.7908,-7567.4771,-4895.4027,-5152.9406,-6684.703,-4764.2338,-4121.07,-5483.2449,-3845.7746,-5884.2179,-6557.3066
734943,2150.7516,2086.2091,762.6071,1690.8523,2042.7225,2856.375,1596.2967,1788.7791,2362.8884,1492.9011,2466.3891,1203.8324
734944,434.2519,430.5186,510.2196,462.0662,268.7898,896.3739,284.3307,205.6272,599.8426,-77.8478,392.7308,671.5649
734947,716.6888,736.2098,1416.0919,775.5517,768.5481,1208.8314,345.4821,672.4652,800.7481,499.144,618.7148,1303.9425
734948,-1763.1947,-1705.2096,-5640.0449,-1502.3557,-1580.3632,-3089.5998,-1571.0518,-1474.3123,-1935.9894,-641.7674,-1735.6396,-4616.0076
734949,-814.7708,-874.9592,-1785.4652,-951.6559,-764.1457,-866.2628,-596.0215,-763.8591,-808.2785,-677.98,-976.3874,-1389.5333
734950,-1841.9656,-1894.4067,-1085.5407,-1249.0342,-1801.3492,-2140.5112,-1484.221,-1757.578,-1951.1045,-1689.8007,-2125.7261,-1449.4082
734951,1097.0821,1092.2065,273.5624,1127.5824,1088.7214,1961.3614,1217.1255,910.132,1089.3237,96.1804,1073.6173,633.2093
734954,1284.2738,1346.6247,961.7494,1047.3492,1051.7565,1711.0475,1153.0577,1176.0481,1396.7212,701.4371,1667.8624,1322.4665
734955,-1180.119,-1162.049,-2891.0133,-1166.3439,-1258.044,-1258.6313,-823.0192,-1127.5311,-1794.7904,-821.3711,-1097.6056,-2251.9919
734956,-2036.1809,-2079.0997,-764.9027,-2166.8969,-2258.842,-2833.5066,-1407.1561,-1803.785,-2139.278,-1495.9081,-2178.9665,-1043.522
734957,-1851.6581,-2021.9634,-1489.5336,-1960.8127,-1890.855,-3835.0762,-1777.9633,-1588.0829,-1267.6406,-352.1563,-1663.5264,-1496.5199
734958,862.5221,910.917,638.185,609.4492,815.3771,1008.4095,681.8551,792.36,440.6359,398.5376,935.8221,882.4073
734961,81.7581,2.7425,-763.4629,360.8974,81.1468,929.9689,180.1985,-67.25,35.7464,-500.7463,1324.9563,-324.7543
734962,-654.9857,-597.4995,-1435.9132,-464.8147,-660.462,-492.66,-492.4772,-537.1172,-1117.3388,-613.2368,-258.1405,-1408.8364
734963,-1181.0412,-1249.7218,514.2748,-930.6166,-1137.1224,-1776.6711,-1076.1848,-1107.2376,-681.1968,-484.5126,-1679.7463,-259.1675
734964,-357.8151,-381.2517,-51.6348,-156.9459,-324.7473,-371.6226,-403.3083,-255.8021,-495.4766,-337.0574,-566.8598,-339.6564
734965,-526.6274,-563.1239,-750.9298,-557.1027,-653.9765,-989.0538,-340.1705,-496.6569,-436.6775,-54.357,-221.0869,-628.0232
734968,-73.8817,-78.2091,682.6867,-8.0279,-165.5692,-212.4755,-163.7292,-40.5509,33.2979,66.5105,-792.0603,422.2752
734969,-939.3673,-995.5917,-1588.5295,-871.5309,-960.8016,-1073.7966,-292.1824,-1000.442,-561.4485,-553.3519,-1989.9321,-1435.428
734970,337.0078,331.8321,578.2609,391.3167,103.7055,605.8414,87.5028,190.0789,255.2045,9.5855,857.0507,487.7324
734971,479.5172,463.0001,868.9924,344.0124,-104.0005,860.9926,-616.8828,748.2044,28.0173,-154.6517,1453.5535,890.9873
734972,-668.399,-648.4905,-2301.7204,-511.734,134.4098,-520.3477,-34.4063,-775.1438,2.9368,-426.3814,-787.6228,-1825.4483
734975,568.1078,553.827,2469.6384,491.3418,87.9842,270.761,286.7426,498.1421,750.6101,456.8765,-158.2589,1918.1124
734976,-169.7782,-207.4976,-835.6487,-140.3022,-172.5873,-10.1815,-423.1865,-31.3089,-643.5656,-113.4283,631.4722,-623.9157
734977,654.6402,627.6019,307.6242,657.4821,642.1349,685.2684,998.4628,438.2375,1145.7203,665.7411,-30.1094,356.2454
734978,173.8855,172.6928,372.2132,180.0924,83.1188,155.4773,89.9678,115.0309,657.7953,111.8864,232.5858,332.0634
734979,-66.6629,-53.1691,-509.0725,-106.3172,-399.9628,80.2699,-252.2033,22.4972,-88.2786,-134.5519,329.3972,-224.7127
734982,514.7995,505.5158,1051.946,538.2871,520.4094,401.4883,623.87,258.1007,595.636,505.2368,121.5564,662.8693
734983,584.5983,582.6452,511.6916,511.6101,273.2819,455.9895,312.0747,546.4714,425.6423,352.0379,665.1409,540.3332
734984,-55.0016,-42.3159,-942.4117,-30.9565,12.8141,-3.2849,-57.7177,-1.9556,-255.1788,-157.931,584.0088,-517.8253
734985,1036.2863,1041.4517,-15.9026,881.6454,1184.3501,2259.2858,553.0682,1068.6516,1058.9353,-452.3181,885.181,277.3317
734986,711.0741,715.8067,760.1802,681.5187,828.0322,1206.026,544.2543,905.2776,764.0439,743.5452,606.9553,848.0487
734989,296.9972,217.3069,384.5115,282.2297,392.919,581.7541,159.3056,273.8502,386.978,268.9615,194.947,266.225
734990,-57.8965,-115.4894,-1310.037,74.3706,-21.2088,496.1363,-255.447,35.5438,-139.5668,93.4006,53.9015,-667.9076
734991,-217.1203,-276.7469,659.2561,-268.7091,-430.3892,-941.1913,-229.236,-276.7614,-212.9824,-454.8515,85.7441,-1.7276
734992,-464.9599,-427.6529,-1578.6977,-493.2193,-677.1464,-743.6943,-585.2421,-543.2818,-424.2714,-471.5427,-62.6303,-1121.3984
734993,-368.088,-410.5058,-2388.7526,-390.4822,-694.8557,-141.7526,-421.6724,-224.4925,-153.1259,-437.0592,-533.279,-1740.5403
734996,-1437.5393,-1406.4944,-2319.2584,-1276.7695,-1333.6325,-1412.9918,-1269.808,-1325.0154,-1586.0492,-1403.564,-891.4558,-1809.2927
734997,418.7848,350.9945,126.2673,432.6435,366.6635,159.2105,751.1492,299.7309,650.9313,242.1507,-596.5063,113.118
734998,948.4793,706.2043,1047.8842,938.0827,912.0443,665.7898,1204.4476,983.8375,1225.8029,601.411,373.5261,-873.3105
734999,-204.2012,-201.9574,-254.5587,-254.1448,-126.7296,8.9705,-347.8477,-181.5697,-365.4058,-50.2197,438.0888,-118.432
735000,1745.2112,1708.5438,1644.4629,1867.0981,1770.8605,1359.9034,2345.7447,1667.54,2025.5063,1423.3159,1561.3103,1517.0401
735003,5340.2984,5153.8966,5056.2299,5647.0527,5644.6389,3714.2733,7400.703,5322.5675,5442.701,4777.3047,4358.4061,4675.9146
735004,4542.9976,4380.284,4561.0393,4281.9516,5791.1531,4075.5721,6424.4366,4495.7421,5789.9754,4482.5311,3857.0697,4277.9837
735005,2090.9273,1992.9847,1921.8666,1826.2863,2583.3803,1189.161,2755.9846,2050.9093,2162.8499,2403.1247,1152.6953,1604.1948
735006,2134.1857,2015.1872,1246.8333,2117.6953,3461.7915,1937.9195,3368.5689,2128.7134,2471.6104,2001.003,1662.4781,1381.2501
735007,318.0772,342.84,5118.7696,307.7481,1814.9265,590.828,186.1199,99.3944,299.966,275.6148,-1065.5382,2795.6453
735010,-4223.2308,-4108.6669,-3764.2011,-4159.3528,-3482.0388,-3018.9089,-4287.1345,-4046.8954,-4307.9753,-3860.6661,-4757.143,-3844.8556
735011,10188.7704,9900.5081,6426.1546,10202.9778,9856.7828,8605.8943,11179.0343,9978.4532,10720.6163,9231.6379,10039.408,7391.9556
735012,7797.9261,7857.3595,13731.2685,8287.2568,9559.0275,7204.8962,10245.6676,7252.2329,7891.9936,7769.6399,7377.0524,10627.2889
735013,900.5285,832.9037,1634.5207,986.1203,1164.2063,961.4203,1566.0203,952.9549,955.3148,797.5503,924.1175,1389.9736
735014,580.2537,623.3438,1425.5115,622.5795,-510.7968,57.7702,175.0359,689.7429,480.7549,590.3078,768.5466,1116.0019
735017,-2880.3853,-2968.8367,-4558.9519,-3084.9134,-3026.7509,-2811.5609,-2374.5123,-2854.3301,-2856.2386,-2921.277,-2790.8195,-3657.9298
735018,2195.1195,2086.8682,3054.4335,2233.662,1397.6187,2002.8513,2350.1163,2110.8122,2439.9534,1865.6892,2158.6144,2689.2232
735019,12876.0451,12506.0519,15701.0353,12886.894,14573.6017,10926.8338,14659.8318,12267.5946,13404.481,12209.1182,12328.841,13304.8411
735020,1517.6588,1566.0959,3961.1409,1405.59,1413.8198,1209.9726,623.5494,1352.2745,1408.1582,1647.3978,1374.8115,2952.8458
735021,-212.1215,-357.1911,6725.1261,-560.8156,-106.2254,-1054.5991,-1983.3984,-69.3975,-628.5709,154.594,-495.3325,3626.7749
735024,-7443.9055,-7268.8834,-6544.5176,-7688.3068,-9337.5104,-7203.4673,-9368.4189,-7002.6937,-7835.4042,-6892.5551,-7234.624,-6271.4835
735025,-1565.8065,-1445.2476,-1770.215,-1509.2759,-4100.3671,-1160.0581,-2130.7737,-1320.2673,-1558.2539,-1788.3827,-994.0456,-1158.3314
735026,-13719.6157,-13338.499,-19195.801,-13833.5963,-14382.3253,-11824.4056,-13683.7512,-13155.1647,-14075.5586,-12259.6741,-12532.1293,-15876.8127
735027,-1825.4124,-1821.1929,-5683.0286,-1699.4367,-2536.6791,444.6642,-462.6365,-1856.8611,-1751.3868,-3128.8704,-1016.7837,-3550.372
735028,4065.2495,3881.6365,10135.5311,3961.1264,3779.4235,2311.9557,2229.0035,3877.0216,3909.7689,3523.3797,3524.5162,7273.9847
735031,3237.955,3048.3941,-433.1495,3191.7331,3101.3539,3619.1417,3490.4296,3104.2072,3482.7727,1431.2705,3257.5479,752.0502
735032,-3446.7952,-3349.3081,-587.78,-3451.8734,-3399.2005,-4156.3476,-3016.3423,-3310.3376,-3543.1098,-2199.8256,-3485.7947,-1576.3773
735033,-1983.2827,-1738.4818,-3004.6598,-1998.9113,-2184.1911,-2717.7838,-1936.0764,-1950.4305,-2082.7797,-813.896,-1894.0243,-2401.188
735034,-3262.4703,-3126.023,-220.1273,-3341.1605,-3291.1254,-3725.5313,-2917.2897,-3247.6939,-3343.1273,-2248.2524,-3354.0605,-1244.2931
735035,-3838.8926,-3708.2371,-11149.6219,-3920.1031,-3541.9971,-3635.5159,-2465.9728,-3853.4355,-3858.5025,-2885.0158,-3691.3969,-7845.5428
735038,1924.3914,1869.3262,1692.4567,2015.1671,2062.277,2071.9134,1609.12,1972.0263,2040.3771,1261.3125,1767.7108,1758.4863
735039,-5613.619,-5293.6746,-5748.1877,-5588.9451,-5582.3143,-6157.688,-5330.2508,-5550.6215,-5837.0176,-3356.3492,-6027.9531,-5199.864
735040,1042.5382,1032.5046,629.4233,1055.2543,1070.0316,1921.6072,1485.7479,1027.4821,1220.7451,-126.9438,752.0181,742.7737
735041,6705.0811,6488.0269,11604.7589,7229.3417,6894.989,9686.9259,6895.7318,6732.848,7108.1345,2962.2421,8840.3039,9206.7814
735042,1868.9631,1809.2995,5459.4205,1676.1947,1784.7801,1322.4364,1360.6662,1678.6621,1958.3727,955.1952,1378.7203,3780.4203
735045,1367.2938,1338.5664,2856.2547,1555.5326,1409.8382,1422.7916,833.5879,1391.7866,1302.4218,1114.8746,3162.5535,2219.3918
735046,272.8722,246.8303,-703.3125,208.4312,330.2158,590.9005,368.3791,251.0076,246.631,95.1814,-115.6808,-297.3881
735047,-744.808,-709.9846,-822.6721,-673.5418,-657.281,-10.4901,-525.1028,-644.6502,-684.6617,-685.4154,-942.5368,-767.1337
735048,1314.0319,1256.4336,2074.0726,1370.8081,1317.315,1488.5812,996.9242,1310.6828,1357.0911,782.2056,2122.5741,1713.2475
735049,-11477.3832,-11044.9933,-17663.0405,-11891.3669,-11523.3778,-13914.3432,-10659.8772,-11100.5197,-12047.5752,-7135.7422,-14540.5366,-14304.0831
735052,1279.8677,1180.3767,-381.3378,1333.9335,1334.4218,1175.2391,728.6002,1280.9913,1228.1994,875.6765,999.2944,312.6292
735053,-3425.7695,-3343.1345,-6260.0157,-3432.8236,-3341.045,-4121.6791,-2617.4871,-3177.399,-3621.1659,-370.9128,-3670.8783,-4788.1761
735054,1506.3726,1496.6921,2093.4043,1717.1969,1885.307,2535.1286,1376.0764,1539.7961,1620.6395,926.0555,2061.0795,1868.5342
735055,2358.7941,2297.7829,4389.3081,2616.442,2845.9006,3293.8323,1952.8009,2404.4793,2389.3541,1631.428,2644.0103,3566.4235
735056,3401.1145,3328.5095,5773.6348,3647.1486,3831.8482,5328.7396,2944.2026,3343.2327,3532.8686,1477.4209,4111.3015,4776.284
735059,-734.9703,-719.9044,3354.1526,-672.7444,-398.3108,-445.6595,-1099.4741,-689.7194,-818.6415,-700.9267,-1062.1278,1713.8462
735060,81.0396,85.7633,-3399.6846,109.1317,73.1042,-27.5669,189.3824,139.7664,50.8842,572.4708,437.2421,-1918.338
735061,668.9065,620.3855,1403.7009,494.7766,761.8538,850.6051,686.9086,644.1352,719.9255,274.3955,611.9215,1103.9426
735062,1755.0627,1710.7284,4795.1935,2005.9049,1840.3754,2469.5458,677.769,1707.2582,1836.2921,739.3587,1963.393,3483.371
