date,value_left,value_right,value_left,value_right,value_left,value_right,value_left,value_right,value_left,value_right,value
732065,75709444.1694,73329763.9111,78219378.9292,73491114.8555,77776732.9071,76295639.6678,68335118.4243,64175533.7648,79189018.9429,77092277.1192,74390772.1601
732066,74043877.4383,71793494.0373,76435815.6762,71422204.2105,75857828.7125,73717784.723,66690739.5477,62548596.9846,77691833.7547,76410994.9172,72932513.248
732067,73738989.2349,71518340.8355,76160341.4097,71468763.331,75516051.268,73645125.1869,66382843.1569,62273812.7225,77113543.6591,76196045.2862,72598494.5608
732070,74098489.9388,71908182.0184,76382132.1291,71513957.4145,75865468.7533,73434727.0475,66835463.1,62606401.3439,77829008.1723,76752736.1866,72604712.7701
732071,71752329.1633,69533155.2775,74097021.6742,69223193.0708,73365345.4099,71522287.0314,64430443.2637,60214251.1483,75463015.2784,74180735.0626,70630127.4436
732072,71251898.3794,68992548.226,73713572.8704,68738881.5508,72941677.1499,70970595.2891,63959287.6889,59621926.5065,74870991.8561,73848481.0779,70087333.3696
732073,72311404.745,70086150.9865,74684969.8512,69305383.2972,74003309.6673,72129959.2724,65185347.0693,60633679.9973,76265969.7193,74615607.573,70823100.4741
732074,74673859.097,72555053.4454,76947563.5372,71205473.9365,76378472.0216,74606388.3056,67674892.1883,62970475.1592,79104445.008,76496050.254,72867374.6385
732077,76490018.0571,74695152.4076,78337258.7835,72443273.3936,77865028.9559,75565194.2736,70060606.4589,64628912.2562,81079024.1593,78838006.9118,73957699.5584
732078,74362312.1329,72433587.6761,76462503.7466,70784881.8733,75711760.9757,73265988.206,67623345.3459,62769925.0943,78738432.7,76780489.0972,71748649.0725
732079,75232027.9805,73339572.6521,77135901.0928,71198518.4704,76689865.3674,74734212.0726,68607693.9723,63450975.263,79830843.4862,77563618.5,72546110.7431
732080,76761338.8574,74966628.6444,78687255.5602,72782443.1075,78158757.1759,76071805.5258,70030942.629,64940212.8478,81306571.0941,78988771.1761,73877361.9397
732081,75212771.1887,73289054.4105,77264226.4612,71514788.8277,76523542.2816,74385201.2047,68043527.9639,63447185.6752,79648911.3442,77643221.7244,72416531.2036
732084,75943677.6348,74061202.2322,77797661.0892,72012718.3614,77443398.6633,74920258.6053,68759831.7987,63865310.9762,80489106.6805,78634917.7462,73099185.0863
732085,75935087.0856,74094643.8046,77788448.6468,71934054.9608,77433952.2844,74915820.9943,69065518.6595,63801657.9656,80473788.3691,78573902.7506,73042215.2089
732086,73274788.7582,71499364.7006,75731627.6029,69247201.4648,74918549.7636,72487280.3367,66372585.7776,61041394.7781,77856874.5616,75951622.7732,70407275.7968
732087,74678652.8018,73053490.5131,76910290.9018,70105960.507,76267184.4511,73703369.3006,67769094.2703,62333061.9862,79439883.6409,77371678.4821,71622160.3021
732088,73687329.5727,72020325.2695,75980767.9124,69238263.7058,75355041.5181,72896514.1226,67173025.9065,61282499.9695,78428013.9479,76349036.0797,70663853.6818
732091,73290595.8029,71539129.5373,75637842.3433,68922325.3138,74840933.5756,72435228.8308,66743999.7108,60895936.9596,77987977.7586,75936642.3068,70266062.1868
732092,71500359.0439,69639163.4814,73954057.6365,67431015.0544,73059553.2323,70828115.1395,64990743.1179,59045744.4943,76130008.5426,74459888.9902,68570021.2077
732093,71801150.3558,69972365.5736,74162322.2189,67561417.4166,73356320.9473,71045500.9363,65462803.3576,59332780.4325,76507277.8047,74821238.4159,68855417.4494
732094,69458519.44,67666908.8074,71911944.021,65529878.5973,71216225.0123,68260697.1778,63095427.7474,56869181.5321,74105254.1211,73449350.2202,66484571.4753
732095,68833473.072,67086959.1084,71446609.576,65122623.3275,70558004.6245,67743856.2206,62721767.8067,56251120.3792,73376730.9554,72627912.1037,65908800.2792
732098,69915120.5135,68087153.9188,72370961.7164,65612822.1181,71537958.2138,68762169.451,62882631.9829,57270992.1477,74742771.1012,73233177.2033,66868833.2657
732099,70790414.692,68918922.4351,73346834.894,66694028.9278,72152410.8516,69908325.6654,63978705.3095,57903637.9277,75521996.1599,73822054.5639,67833594.3209
732100,70228360.6175,68355884.9998,72790679.461,66238763.7585,71617884.6991,69575999.0596,63611227.8693,57436598.8189,74910163.8817,73024114.3577,67181697.5671
732101,70989936.3668,69125213.0361,73566928.7678,66840426.5751,72220363.6679,70695886.9682,64156337.6438,58150499.0855,75715254.9272,73419044.759,67900615.6508
732102,71006274.8071,69085505.6596,73604235.8343,67020254.5469,72170790.429,70323694.8918,64150881.5839,58147258.9852,75703929.4366,73934453.8533,67888930.5327
732105,70761523.09,68834212.7242,73458105.2542,66911386.3297,72026086.534,69405886.0584,64055090.4246,57918403.6547,75431774.8089,74447826.8665,67462765.4014
732106,70233557.7615,68338779.8439,72814113.3296,66416122.9599,71452368.6168,68926447.9855,63513501.4789,57394697.4099,74814376.3011,73596847.9509,66917529.7578
732107,68646549.5613,66832539.2805,70904890.0605,64743347.6155,69998441.4956,67558891.8527,61796867.7823,56006941.8232,72944128.674,71105912.1072,65421946.0955
732108,68737082.7329,66944586.2063,71050831.4512,64795389.1135,70231330.5238,67697566.4952,61823653.0323,56103679.8271,73033265.6804,71664275.2499,65459345.9632
732109,68178833.1043,66412436.0164,70365811.8456,64160033.0871,69609024.1594,67116524.4543,61302257.3526,55620590.2391,72478690.4082,70878285.1099,64818499.8497
732112,68821556.9975,67101350.8879,70921347.292,64610609.1071,70079724.0584,68192564.7547,61796613.4276,56265497.9117,73189855.9149,70943199.6315,65583938.3725
732113,68114306.5719,66322147.8261,70368436.3712,64195474.2228,69154616.5268,67319714.5513,61415495.3067,55500967.8306,72408412.2799,70719005.7684,64779270.0531
732114,67885126.5292,66085411.6806,70044716.9744,63892743.2676,69378600.0789,66945140.0199,61163528.4804,55532883.685,72175342.0117,70538855.2769,64728837.06
732115,68009181.0718,66182698.6486,70246691.8945,64074436.4677,69343212.2842,67242631.012,61320138.5599,55666582.6147,72269498.3581,70432542.0521,64824096.6332
732116,68349125.2251,66534052.0753,70582588.1573,64280735.8405,69440373.8536,67787845.3266,61542845.5219,55867806.1621,72671671.5907,70753673.4919,65127904.6822
732119,68049652.4847,66225489.7202,70300216.3086,64028324.5762,69356682.288,67355152.8272,61264505.5718,55573671.2977,72260332.9684,70680570.5944,64798095.0464
732120,68266268.0691,66383921.4613,70494309.4454,63980836.8628,69596932.279,67255301.0418,61479763.7372,55803510.6457,72490727.4137,70910940.8743,64988603.363
732121,67183859.2982,65445426.3681,69490814.9219,63010510.6209,68494251.3649,66308678.1455,60506719.5365,54915186.9404,71353248.2687,70067302.805,64004134.6777
732122,66821329.1441,65154303.3875,69392411.5557,62690336.6805,67925267.3019,65678868.7017,60410357.3589,54286917.689,70732993.9105,69920928.4252,63659344.8293
732123,66743247.9049,65030419.8419,69296615.5124,62684639.0507,67856623.0938,65622516.912,60275452.2145,54218034.6803,70681705.4361,69856116.352,63618569.1985
732126,67127656.1104,65476400.2325,69760253.7744,62838199.53,68231371.5579,65989026.839,60604061.0677,54583462.2306,71211230.6188,70264898.4771,64184180.1125
732127,66397722.4105,64809298.7096,69124743.764,62108484.15,67681281.8534,64973960.3901,59924634.3037,54079980.5259,70395804.9291,69736149.3511,63520978.1131
732128,66817968.7394,65161433.7117,69510813.3843,62447789.7838,67853826.4779,65328518.1386,60278374.3339,54551382.6783,70651254.476,70416992.1082,63951847.4554
732129,66458432.815,64688297.2675,69049075.419,62272253.6362,67628663.2406,64827864.5938,59957052.2569,54223560.3957,70369450.5074,70309745.9774,63687211.1985
732130,67040487.0131,65217885.0403,69693677.556,63010329.867,68041297.9913,65382766.4623,60540031.9754,54554772.6289,71002066.2765,70930762.9719,64048072.3633
732133,66864731.3689,65088349.4232,69510359.7341,62748233.0505,67625671.4744,65058921.6149,60240834.9923,54460675.9719,70764764.9869,70799941.5592,63946105.4298
732134,66733589.6572,65053252.3412,69552136.0571,62392980.0594,67472680.0471,65079231.828,59980263.0429,54337414.5514,70569454.0486,70487083.0838,63849453.1426
732135,67673455.4863,65922973.133,70591144.8237,63407209.3059,68963694.4362,66184882.5468,61005413.4051,55011493.6795,71793619.8465,71339706.4337,64617738.3632
732136,67961392.0555,66154782.5307,70767156.043,63825914.171,69259577.4047,66655912.7408,61343076.278,55241712.5253,72066936.0561,71488731.0697,64964981.5888
732137,68127081.5333,66275443.4393,70923353.3195,64130499.3062,69414885.401,66876924.4335,61632901.7241,55362128.8102,72318396.7599,71643203.0565,65056006.7002
732140,68432465.4784,66576973.325,71235597.4625,64333877.9601,69767674.5748,67025298.9487,61950660.3762,55597884.5472,72658798.1472,72056149.1819,65368403.6518
732141,67394951.3486,65552423.6576,70019443.5773,63458287.9779,68414110.5823,66022570.2884,60993299.9576,54712496.3843,71496053.3438,71082577.8617,64350632.8834
732142,67708432.1407,65861220.9494,70367209.3985,63859421.6708,68904410.9639,66458871.4534,61293723.3094,55045882.8724,71700153.9992,71385339.8436,64600356.3007
732143,67122704.9257,65265646.2801,69784101.149,63388837.969,68143867.3674,65919590.5878,60674450.7642,54547067.9206,71120541.3228,71010476.9679,64077912.6291
732144,69429310.6943,67588726.6923,72285485.4244,65482979.4078,70926812.0568,68168767.735,62683992.3107,56324363.5633,73731757.7787,73127666.2062,66220943.0088
732147,69509074.3279,67673812.6644,72316945.9926,65540682.998,71031098.9297,67987138.264,62784425.3485,56450401.3838,73846968.2697,73233921.656,66225103.4279
732148,67549221.4926,65729026.5041,70143895.9128,63785202.0062,68749470.925,66099369.2236,60956613.7131,54553174.9819,71696202.7572,71274581.5549,64359266.0583
732149,65703442.4321,63899592.2118,68110012.1478,62239189.3902,66515234.9793,64852077.966,59455104.7813,52975952.5498,69600236.1687,69281831.5088,62689012.8066
732150,65791198.5792,63992408.5194,68174436.0591,62255236.7994,66570641.0345,64875390.3794,59515848.2122,53037850.3924,69587705.7363,69321743.7175,62698702.1095
732151,64081480.6463,62279170.9342,66159570.715,60246040.6552,64492210.6722,62410736.2471,58227116.5998,51490314.3958,67551274.3673,68054306.6155,61116269.4287
732154,63940040.7538,62168174.1193,66143421.1482,59878733.8562,64266592.4733,61836364.9926,57958142.3624,51366851.2062,67114614.5501,67979850.5716,61055569.942
732155,63586070.9963,61786940.6116,65591515.1299,59493419.0798,64211733.4797,61260011.1925,57927841.9082,51121947.1549,66510077.5308,67912164.9202,60666116.524
732156,63822641.9508,62029946.157,65853796.5535,59921483.6063,64375636.9169,61995708.1516,58115233.513,51320621.51,67056542.4729,68131445.3462,60844356.8517
732157,63976754.4065,62159790.4275,65997700.7714,60229087.9504,64527068.3519,62232788.6346,58278854.79,51508166.3399,67354127.7089,68277701.8309,60983192.7623
732158,63763548.6456,61954675.799,65781956.3748,59863462.9314,64243946.3661,61837770.3256,58072546.3896,51267702.0155,67176790.4351,68104640.3947,60721019.8336
732161,63497019.929,61698363.866,65521893.7619,59778065.3067,63985082.4894,61762220.4473,57833739.65,50980741.119,67001884.1279,67827048.2775,60373012.7331
732162,63871082.1721,62073203.4244,65912738.5226,60140943.4977,64307427.7386,62063710.2087,58060727.4563,51326280.952,67509630.7525,68010349.4752,60835024.7818
732163,64058821.828,62264179.519,66091106.8776,60123210.4889,64637157.7437,61882209.4178,58157624.0428,51595978.4856,67692785.7958,68251921.5423,61100415.5758
732164,63671859.9714,61910310.4069,65732280.3705,59713520.9828,64165750.2643,61521806.5196,57692443.7364,51196324.3024,67245109.1707,67892239.1284,60673278.3312
732165,62749957.2066,61074045.3299,64974821.3105,59317552.4798,62739417.0827,61153543.9207,56790603.96,49937738.1269,66027955.6205,66651521.3256,59817161.0989
732168,62772844.5219,61097881.9634,64998417.7802,59407723.908,62740838.5515,61238439.8678,56794011.4806,49900041.5191,66029550.3223,66734388.83,59879077.963
732169,62587232.832,60928949.4593,64793569.0788,59109736.5545,62603518.4984,60733920.7042,56540566.0626,49793401.6703,65809590.1955,66566007.0179,59625614.1631
732170,62411768.1688,60761758.8355,64611923.4764,58833248.742,62460549.8484,60453166.0844,56473007.9105,49655382.1189,65634232.3808,66441270.0006,59405690.8742
732171,62322980.1384,60688603.0712,64510186.8808,58614418.5112,62406686.1252,60172210.8746,56555023.313,49568485.5342,65583487.1395,66383226.8196,59040406.1856
732172,62439767.3801,60844584.8428,64665678.1304,58864808.0485,62782856.2874,60919715.9056,57070785.5032,49567302.2103,65849005.0044,66115328.4514,59034794.4279
732175,62258565.8237,60664523.6991,64473914.401,58809776.3335,62403906.3761,60914474.5044,57086338.5684,49421973.5848,65670269.2392,65898040.7863,58873795.9256
732176,62191419.1831,60576098.6685,64410123.2759,58844964.0266,62266714.6262,60966329.2525,56902333.1335,49348222.6974,65567893.4114,65854455.7961,58734995.4785
732177,62094501.6891,60477685.8135,64295906.9201,58751096.5393,62162688.8875,60734791.249,56862422.45,49291499.8032,65418997.7762,65730339.3505,58640187.5539
732178,62270263.0177,60684892.1323,64493147.3737,58924180.7321,62466719.7614,60864476.4341,57001140.8778,49507809.9115,65723752.8656,65819137.6895,58807867.991
732179,62527454.9258,60925038.2859,64728224.9031,59345874.1323,62693414.2787,61122111.966,57238079.8894,49768769.1868,65940968.9761,66110788.3607,59050564.0689
732182,61461667.007,59815152.9856,63566111.1751,58653272.2192,61116990.5733,60159664.2374,56770699.3468,48888546.8484,64672903.6598,65090643.6343,58001101.935
732183,60889272.3699,59196189.2285,62938775.7143,58287801.4678,60577038.347,59728324.7762,56843880.166,48368509.1116,64026401.1424,64458416.9954,57419711.4932
732184,61284627.4974,59552812.3162,63275846.3851,59090971.0471,60919550.514,60439636.2049,57094540.6117,48759179.3106,64476206.6219,64912399.5312,57795897.4366
732185,61252229.1231,59490603.7459,63251842.027,58986674.6083,60837126.5946,60331700.8014,56946304.2271,48759996.1405,64461913.3075,65073555.7607,57774965.4051
732186,61030050.061,59246550.5513,62936688.0874,58816377.4101,61010905.0232,59934785.2844,56874219.3387,48594790.2369,64228276.5486,64816122.2128,57583929.854
732189,61574039.8478,59822421.0318,63549395.6401,59678221.9561,61258452.221,60954874.373,57352804.2795,49040126.857,64853197.6515,65525928.7079,58067952.4234
732190,62016464.0349,60142536.3999,63919747.905,60052405.3584,60637892.4021,61600975.032,57733483.9492,49331134.5187,65258062.7094,65678379.1366,58465755.3295
732191,62079688.062,60230588.0275,64019383.4816,60015678.5185,60511055.6517,61544839.6615,57763422.5716,49340577.3108,65319654.3592,65728148.4831,58530578.1935
732192,61702401.5363,59988026.729,63808666.681,59275005.3615,60143217.3143,60910807.3233,57359949.4719,48978737.1538,64937830.6416,65339118.4281,58211811.62
732193,62326533.7166,60590310.4793,64415904.1285,59779542.2757,61608966.3323,61587501.1008,58185761.5969,49602746.8094,65573032.5879,66013831.0871,58794660.4073
732196,62406832.1318,60673382.8757,64493441.5501,59838311.2866,61620351.6627,61669795.905,58222129.1994,49641644.9048,65669814.2714,66021808.5416,58805962.8402
732197,62948867.4151,61204278.761,65038326.7855,60538342.6699,61908307.8863,62341924.0552,58748583.3534,50167742.7889,66147889.2318,66470084.026,59401925.9255
732198,63303355.6382,61533263.2082,65450461.6908,61092445.8392,61680694.3392,63021781.0573,59118421.4593,50334552.9097,66548688.0785,66811416.0147,59651813.3007
732199,63328563.4704,61575651.0709,65469821.9809,61094957.2329,61517987.2431,63046844.0008,59176721.2099,50349493.2069,66681545.5957,66808977.073,59682805.2952
732200,63079220.6948,61307020.1819,65291814.6553,60727571.4828,61091807.4596,62789857.5305,58827508.8926,50008164.5524,66355799.8335,66496776.1371,59429237.1983
732203,63365223.5596,61557773.7247,65602402.4168,61288827.5515,61410335.3425,63596262.5508,59087477.0363,50148772.2175,66704823.0887,66806282.4937,59710116.5266
732204,63637740.0206,61762000.8289,65954469.4924,61012989.5674,61564380.2073,63264199.8502,59150052.0198,50401991.197,66925009.7676,67013859.2776,59919332.2678
732205,63419812.2211,61549380.6881,65704974.794,60682311.2465,61576704.899,63005133.6785,58820395.1847,50330515.4411,66658478.951,66796881.289,59722810.4702
732206,64386896.8925,62463296.8554,66715095.8472,61915880.3755,62451802.1329,64172608.181,59855644.1224,51137695.0828,67634797.6134,67738378.2475,60482844.6628
732207,63588455.4373,61699423.9888,65904895.7624,60689700.4312,61710085.5915,63082920.9165,59340388.326,50437918.0072,66840291.5437,66846944.6724,59922736.8709
732210,63555929.9868,61669936.6202,65847535.0963,60756520.2368,61673013.1277,63081175.7755,59177676.7213,50448182.6256,66805941.3729,66881862.4809,59898382.3687
732211,63673340.5123,61804435.9045,66017062.6424,60542233.8619,61394796.9424,62756792.5731,59332310.5465,50501030.3359,66820632.069,66876868.6605,60025796.3812
732212,62520374.1221,60680888.5494,64829210.5182,59569035.022,60309211.8068,61739311.556,58123391.0062,49483944.4254,65522057.2959,65785525.752,58907772.2053
732213,62699261.9321,60855164.671,65054277.8576,59389499.0439,60446028.4826,61432816.687,58357434.3358,49703801.3675,65555174.7901,65929594.2329,59066135.3074
732214,62785288.9867,60935506.8122,65151656.8526,59445397.745,60592673.779,61418513.4169,58465754.1262,49819506.8619,65682117.1465,65977409.4513,59007417.5302
732217,63436737.472,61555283.8221,65840989.4688,60072620.3296,61212037.0179,62237779.2041,59232281.1723,50348847.3528,66421930.5748,66556918.2216,59756922.4153
732218,63521369.5674,61625901.8308,65923266.68,60090879.9629,61398467.9133,62471228.839,59585554.7958,50388273.6408,66594990.7018,66583613.117,59929932.697
732219,63625538.8884,61723866.0827,66016328.7938,60189372.234,61448230.7827,62443710.3143,59525287.9872,50531901.4621,66686869.6406,66705611.3948,60129570.1165
732220,64660444.0175,62761284.0122,67048447.4632,60534263.0157,62293193.9404,63120552.9341,60340055.5759,51499094.8942,67847859.8837,67688424.6746,60676741.1899
732221,65667663.6091,63711672.8381,68105614.7181,61501367.4296,63397423.0194,64093340.3553,61278643.5436,52448983.4105,68905962.7752,68634027.2815,61726929.0504
732224,64186625.6151,62251593.9169,66594368.5307,60383504.6399,62127784.8584,63070446.8779,59898868.5492,51008166.1909,67220055.9683,67138063.2569,60264315.5893
732225,65599374.8015,63611027.4483,68071500.2315,61649313.0147,63470281.141,64256088.607,61284134.3365,52292818.7171,68511242.9079,68489708.5748,61760683.0588
732226,64739004.9287,62786139.2453,67196426.0684,60836290.4067,62663259.8636,63385186.3332,60447249.1235,51516084.9913,67580176.3939,67648053.8875,60991407.2698
732227,64643621.5691,62705637.1013,67094755.0869,60782803.7353,62594820.1593,63278035.9855,60388593.5997,51395547.1679,67527136.9499,67523397.7859,60941067.8657
732228,68178755.5432,66036440.3693,70819622.9765,63961488.8769,65688695.5708,66338264.4995,63813216.1477,54570934.7878,71047590.4907,71025663.5117,64090947.4948
732231,68228838.5458,66100410.7203,70822929.4926,63941476.6107,65768256.3231,66458043.8992,63906740.2315,54591309.1311,71098923.4034,71078040.8705,64018176.9645
732232,66222954.0162,64183162.6787,68741994.1175,62037904.1124,63950089.0265,64734896.2773,62054398.0206,52735637.8638,69049204.4112,69117083.3602,62296683.5716
732233,65237124.8455,63285345.2095,67660298.8558,60902419.8131,62885909.0871,63570213.6421,60893446.6764,51823053.9243,68063393.4348,68252608.1206,61347032.7431
732234,64596352.857,62653707.0406,67057530.9801,60096957.3172,62045240.9488,62648089.0631,60259314.0685,51276836.2665,67348496.9576,67701395.4788,60579977.8297
732235,66576323.1901,64544226.5395,69176330.7155,61927690.3795,63699005.0852,64328521.368,61998543.2543,53097103.7284,69448656.0609,69580330.912,62316666.1984
732238,66441152.2129,64444297.6028,69015643.9953,61759239.982,63449147.5524,64145771.408,61922794.5338,52903815.6386,69285965.6007,69486948.7779,62220294.2248
732239,67143758.9326,65130068.6496,69678844.371,62403922.4278,64245152.5549,64643340.4439,62497053.4705,53514945.5351,69922352.6133,70349262.2795,62754602.4381
732240,68905833.7283,66851470.7389,71384445.0589,64027063.5628,65956592.5288,65867087.1128,64287157.9867,55215176.0697,71570278.6451,72066869.4885,64403464.9531
732241,70392544.5984,68307134.8825,72923180.3658,65460631.4808,67381353.5153,67011842.3461,65770045.6076,56485691.6309,73162783.1144,73474412.2121,66056528.5493
732242,72339320.9117,70215426.7599,74914302.2275,67345694.112,69246621.6201,68533946.4058,67643903.6593,58333035.0111,75266688.9388,75515745.4615,67935476.5008
732245,75572975.6711,73447382.9891,78197078.5032,70564982.8461,72003833.7024,71209814.2781,70452462.0108,61600311.2665,78308809.0146,78923013.5228,70744944.1835
732246,74694320.8867,72634368.88,77273239.2543,69715682.8105,71100918.9823,70579005.0031,69652041.052,60698548.3855,77373965.8324,77888165.4476,69951983.4438
732247,73801823.9549,71861723.0888,76365087.003,68855408.8286,70205583.0006,69921351.1173,68906065.949,59787425.0294,76688324.1785,76982513.3789,69096736.2988
732248,74667587.6709,72738736.7392,77342700.0109,69689969.2923,70992498.7204,70551244.885,69589619.0938,60659365.8322,77735113.0913,77990339.7796,69581927.3011
732249,77291436.7843,75349388.4902,80003392.5489,72272919.7883,73325944.1046,72769776.8561,71826908.5144,63184926.5734,80332262.2147,80666868.0869,72333459.3862
732252,76053989.7371,74114570.8567,78689887.3148,71038916.5441,72162023.8813,71723326.973,70681434.3008,61954861.8426,79075491.2772,79309096.6606,71124081.7436
732253,76183994.3495,74342129.8478,78815562.6408,71239611.697,72087773.5964,71924717.6376,70989449.3172,62037376.8715,79207136.1617,79430094.6923,71470798.3508
732254,79962015.3539,77960777.0694,82727878.5245,74918664.7926,75679959.2767,74911412.8387,74293295.9612,65742432.0468,83082218.9358,83177693.6777,75467232.8732
732255,82208571.1408,80158459.3208,85065972.1569,77116972.5982,77928658.7271,76756607.7891,76100569.2917,67917611.1905,85280891.9273,85452636.0664,77586168.7867
732256,85591704.66,83503335.1959,88521821.0299,80453892.9951,81344882.3529,79624745.6092,79117291.346,71239027.8154,88651961.0784,88941027.9099,80918519.6703
732259,84228772.2948,82253165.1129,87045573.0661,79174867.8241,79831784.348,78601541.6894,77887449.0278,69953157.2144,87074576.2895,87569186.7273,79285112.4173
732260,83945593.1938,82042428.0436,86744912.1203,78913423.9743,79453975.1696,78483754.9091,77810469.3833,69632662.653,86797717.4122,87211983.792,79055912.7811
732261,82775622.2707,80769965.6263,85581279.1066,77707604.6457,78521463.6752,77139083.2255,76670299.3677,68517842.5138,85713762.5209,85974555.8291,77993547.0866
732262,83958763.4475,81935937.23,86776562.9545,78866283.8695,79745154.7568,78444857.8971,77789235.0901,69667744.4158,86927919.2234,87207643.2848,79214681.6553
732263,88555662.41,86575460.8763,91477531.2252,83404865.1471,84568505.4629,82576518.2113,82351023.4712,74127718.9939,91701584.3192,91752491.4097,84031003.6822
732266,89025667.4427,87023414.9998,91945714.4098,83832825.0881,84906316.8803,83007536.899,82658828.8435,74601405.2326,92203031.9568,92243819.7209,84658780.1175
732267,90614809.9062,88637046.8497,93480127.2806,85397318.8029,86457541.8777,84391676.4953,84001945.6194,76144689.367,93719440.5913,93832618.9277,86188947.468
732268,95117894.1344,93184770.4567,98110103.5863,89846607.6446,91084208.9759,88705401.8299,88595147.1965,80441536.1738,98312894.0511,98463096.7947,90692280.0702
732269,92323447.7628,90626500.6467,95257295.0727,87209068.0219,87975534.547,86259047.5339,85843825.3942,77688158.3393,95497595.327,95641759.3285,87857397.0824
732270,96029474.7848,94296568.4209,98964347.3945,90917179.795,91902522.1044,89665644.955,89231490.1923,81277077.9116,99127238.8222,99418171.1177,91540870.7735
732273,96957525.1826,95290186.6454,99993550.5503,91847223.3872,92661343.624,90250812.2997,89837784.8811,82198567.5477,100114177.8067,100399757.6937,92404576.5075
732274,99198471.5339,97428111.5889,102221109.6563,94017701.2462,94915570.5425,92389175.5689,91872009.5993,84287879.3849,102320181.0838,102682853.156,94674412.0321
732275,102039436.3479,100236677.7673,105045529.2445,96721238.3555,97917475.8966,95069498.1497,94565116.9749,87048401.8165,105166284.1022,105668458.3597,97525954.7558
732276,105230904.3524,103461247.5042,108329499.3092,99875360.6026,100989125.7128,98089379.3486,97748709.8144,90103702.742,108358327.1475,109010773.5742,100699501.3634
732277,108307315.5507,106543898.5679,111498551.4397,102923622.5738,103910883.5776,100901755.7046,100663207.8793,92998891.8456,111428605.9814,112223098.1364,103687474.776
732280,107455353.7958,105678958.0749,110723402.9184,102017669.7353,102934336.0219,99810676.4436,99904294.7255,92209840.5342,110607681.7641,111476290.1325,102853979.3256
732281,108481384.532,106639779.1599,111790691.8907,102961243.566,103884001.8446,100524269.1313,100724963.3703,93219318.8712,111648058.2434,112510486.32,103891070.8974
732282,112077354.2513,110097514.2148,115623036.3187,106541560.6093,107326329.9295,103671775.2208,103819679.6985,96640289.0443,115227564.2862,116187452.3066,107499778.1126
732283,109137599.0901,107309699.7254,112686834.3117,103652021.3095,104140880.2859,100928128.5411,101251793.7609,93849696.1772,112254717.8828,113177717.2513,104623349.1788
732284,117184501.9868,115106503.6123,120889448.14,111535836.4796,112493577.6951,108216180.6986,108489600.3652,101605688.5888,120319448.0433,121602298.3218,112697672.5735
732287,116077675.8539,113951322.4585,120054890.3372,110376791.2731,110731269.6247,106924107.6551,107117180.452,100477665.4601,119238840.5268,120478245.1755,111350893.9485
732288,115872212.7531,113736575.6216,119672070.5304,110194263.2055,110819054.1519,106836248.5932,106996233.3737,100299703.0742,118911606.6539,120374811.4214,111182464.4894
732289,109093069.4309,106854096.5001,112755764.246,103469335.4794,104264707.2794,100439788.8425,101018146.5018,93717689.7175,112194023.905,113443606.2422,104490607.9241
732290,105938604.4285,103910547.0904,109343224.3731,100401826.4918,101104524.1333,97569190.3971,98406706.3529,90710497.6149,109047160.8476,110444215.8544,101177937.2302
732291,102164797.63,100055427.107,105411952.6519,96706260.0545,97780735.271,94626793.3539,96080961.0569,86864143.5719,105361145.0714,106581001.1823,97256796.9666
732294,108011183.0952,105741491.7429,111572689.7053,102451071.7893,103414269.6013,100370561.5867,100956133.8405,92409474.2985,111212279.8114,111645369.9683,103007336.73
732295,108973462.6703,106575927.8971,112649472.4005,103402310.7164,104208260.0945,100816371.3744,101633304.7134,93257579.5773,112135000.6014,112963839.6789,103807306.1507
732296,113848764.9258,111231359.3555,117712378.9564,108123603.4998,109171943.0161,105871346.8816,105795262.7472,97974156.003,116982948.323,116567951.5601,108728143.7427
732297,110785402.8988,108250728.0004,114611714.499,105214633.3774,106032697.6724,102666813.5652,102939033.9457,94866911.645,113950147.3966,114065097.0307,105563779.2459
732298,112969952.0663,110336831.5073,116851367.995,107367748.9966,108271411.2169,105257000.9743,105325580.0445,96970246.0969,116144487.8874,115624122.1276,107799591.4431
732301,117729003.8748,114912642.9395,121710518.5691,112124608.4022,112946716.6818,110160526.8566,110297356.0262,101316291.5776,120958545.4678,120117485.2652,112503948.9146
732302,115860393.1539,113152328.3223,119829900.1873,110229799.0938,111164982.7935,108124047.0938,108363245.8012,99585007.7056,119100052.1072,118300327.2403,110625660.9932
732303,114053375.0333,111576344.2465,117944864.1045,108385806.1554,109402232.675,106384605.8397,107163271.9777,98034782.9099,117283158.9758,116374545.6773,109054757.3131
732304,116761030.0407,114331578.6963,120699601.8239,110981415.0704,111887524.2755,109118260.5229,109339024.4491,100786031.0974,119980957.7659,118685402.2854,111831792.1399
732305,119168099.3144,116602975.7241,123198972.4431,113416635.867,114122160.8952,111575358.5129,111376153.9429,102936203.6442,122358813.7451,121086445.6285,114097298.0204
732308,120009860.3312,117573627.2954,123984781.8826,114197143.8994,115024494.6825,112861170.5419,112145817.2807,103914524.4812,123193335.8266,121461570.4784,115055336.8182
732309,119638099.9185,117310540.1747,123614764.4979,113816564.2792,114485540.0846,112300136.1062,111672212.7513,103645974.2473,122830494.3618,121019817.2273,114730024.4124
732310,119093006.7527,116757418.7752,123127656.1762,113341083.9471,113701346.37,111740247.7144,111475380.3817,102996918.5715,122416315.3383,120729678.5304,114113729.0908
